question_set_edition	tournament	room	round	packet	tossup	answer	words	category	subcategory	subsubcategory	team	player	buzz_value	buzz_location	buzz_location_pct	bounceback	answer_given	protested
2018-01-20	Toronto	1	2	C	1	Peter the Great	146	History	Continental European History (post-600 CE)		Carleton	Cameron Amini	10	94	0.644			
2018-01-20	Toronto	1	2	C	2	Thales of Miletus	152	RMPSS	Philosophy		Carleton	Ian Dewan	10	127	0.836	bounceback		
2018-01-20	Toronto	1	2	C	3	E. T. A. Hoffmann	142	Literature	Short Fiction		Carleton	Ian Dewan	10	124	0.873			
2018-01-20	Toronto	1	2	C	5	radial	143	Science	Physics		Carleton	Ian Dewan	10	142	0.993			
2018-01-20	Toronto	1	2	C	6	neoconservatism	124	History	US History		Carleton	Cameron Amini	10	70	0.565			
2018-01-20	Toronto	1	2	C	7	Germinal	142	Literature	Long Fiction		Carleton	Ian Dewan	10	133	0.937			
2018-01-20	Toronto	1	2	C	8	specific heat capacity	135	Science	Chemistry		Carleton	Ted Gan	10	100	0.741			
2018-01-20	Toronto	1	2	C	9	Darwinian evolution	135	RMPSS	Religion		Carleton	Ian Dewan	10	105	0.778			
2018-01-20	Toronto	1	2	C	11	Sukarno	131	History	Other History		Carleton	Cameron Amini	10	129	0.985	bounceback		
2018-01-20	Toronto	1	2	C	13	bacterial conjugation	138	Science	Biology		Carleton	Ian Dewan	10	88	0.638			
2018-01-20	Toronto	1	2	C	15	Nineveh	130	History	Continental or Near Eastern History (pre-600 CE)		Carleton	Cameron Amini	-5	78	0.6			
2018-01-20	Toronto	1	2	C	16	“Tintern Abbey”	163	Literature	Non-Epic Poetry		Carleton	Ted Gan	10	151	0.926			
2018-01-20	Toronto	1	2	C	17	Ceres	139	Science	Other Science	Astronomy	Carleton	Cameron Amini	10	129	0.928			
2018-01-20	Toronto	1	2	C	18	Billy Budd	138	Literature	Long Fiction		Carleton	Ian Dewan	10	101	0.732			
2018-01-20	Toronto	1	3	I	1	Polish hussars	141	History	Continental European History (post-600 CE)		Toronto A	Paul Kasinski	10	47	0.333			
2018-01-20	Toronto	1	3	I	2	dictionary	143	Literature	Long Fiction		Toronto A	Raymond Chen	10	143	1.0	bounceback		
2018-01-20	Toronto	1	3	I	3	quantum fields	141	Science	Physics		Toronto A	Paul Kasinski	10	141	1.0			
2018-01-20	Toronto	1	3	I	4	Australia	145	Other	Current Events		Toronto A	Ben Hillier-Weltman	10	82	0.566			
2018-01-20	Toronto	1	3	I	5	Punch	149	Arts	Other Art	Other Visual	Toronto A	Paul Kasinski	10	134	0.899			
2018-01-20	Toronto	1	3	I	6	Western novels	154	Literature	Long Fiction		Toronto A	Paul Kasinski	0	154	1.0	bounceback		
2018-01-20	Toronto	1	3	I	7	dinitrogen	139	Science	Chemistry		Toronto A	Raymond Chen	10	125	0.899			
2018-01-20	Toronto	1	3	I	8	Ludwig van Beethoven	142	Arts	Music		Toronto A	Zhenglin Liu	10	34	0.239			
2018-01-20	Toronto	1	3	I	9	Robert Falcon Scott	139	History	British, Canadian, Australian, New Zealand History		Toronto A	Paul Kasinski	10	83	0.597			
2018-01-20	Toronto	1	3	I	10	decolonization	149	RMPSS	Philosophy		Toronto A	Raymond Chen	-5	65	0.436			
2018-01-20	Toronto	1	3	I	11	Saki	148	Literature	Short Fiction		Toronto A	Zhenglin Liu	10	148	1.0			
2018-01-20	Toronto	1	3	I	12	Niagara Falls	126	History	US History		Toronto A	Paul Kasinski	10	90	0.714			
2018-01-20	Toronto	1	3	I	15	Bashō’s frog haiku	152	Literature	Non-Epic Poetry		Toronto A	Zhenglin Liu	10	152	1.0			
2018-01-20	Toronto	1	3	I	16	tidal forces	134	Science	Other Science	Astronomy	Toronto A	Paul Kasinski	10	91	0.679			
2018-01-20	Toronto	1	3	I	17	combs	144	RMPSS	Mythology		Toronto A	Raymond Chen	10	86	0.597			
2018-01-20	Toronto	1	3	I	18	Senegal River	139	History	Other History		Toronto A	Paul Kasinski	-5	91	0.655			
2018-01-20	Toronto	1	3	I	20	Clifford Geertz	136	RMPSS	Social Science		Toronto A	Paul Kasinski	0	136	1.0			
2018-01-20	Toronto	1	3	I	2	dictionary	143	Literature	Long Fiction		Waterloo B	Kanav Petkar	-5	125	0.874			
2018-01-20	Toronto	1	3	I	6	Western novels	154	Literature	Long Fiction		Waterloo B	Kanav Petkar	-5	110	0.714			
2018-01-20	Toronto	1	3	I	10	decolonization	149	RMPSS	Philosophy		Waterloo B	Zach Bernstein	0	149	1.0	bounceback		
2018-01-20	Toronto	1	3	I	13	arthropods	132	Science	Biology		Waterloo B	Zach Bernstein	10	129	0.977			
2018-01-20	Toronto	1	3	I	14	Pythagorean school	112	RMPSS	Religion		Waterloo B	Leo Ortego	10	106	0.946			
2018-01-20	Toronto	1	3	I	18	Senegal River	139	History	Other History		Waterloo B	Leo Ortego	0	139	1.0	bounceback		
2018-01-20	Toronto	1	3	I	19	Paul Cézanne	155	Arts	Painting/Sculpture		Waterloo B	Zach Bernstein	10	52	0.335			
2018-01-20	Toronto	1	3	I	20	Clifford Geertz	136	RMPSS	Social Science		Waterloo B	Zach Bernstein	0	136	1.0			
2018-01-20	Toronto	1	4	H	2	Kuwait	125	History	Other History		Queen's	Jack	10	117	0.936	bounceback		
2018-01-20	Toronto	1	4	H	3	Rebecca Solnit	141	Literature	Miscellaneous Lit		Queen's	Jack	0	141	1.0			
2018-01-20	Toronto	1	4	H	4	Tibet	142	RMPSS	Mythology		Queen's	Jack	10	142	1.0	bounceback		
2018-01-20	Toronto	1	4	H	6	valleys	146	RMPSS	Religion		Queen's	Jack	10	146	1.0	bounceback		
2018-01-20	Toronto	1	4	H	7	theaters	154	Arts	Painting/Sculpture		Queen's	Jack	10	135	0.877			
2018-01-20	Toronto	1	4	H	10	superconducting critical temperature	125	Science	Physics		Queen's	Brendan Lam	0	125	1.0			
2018-01-20	Toronto	1	4	H	11	Commodus	119	History	Continental or Near Eastern History (pre-600 CE)		Queen's	Kevin	10	48	0.403			
2018-01-20	Toronto	1	4	H	13	two violins	143	Arts	Music		Queen's	Jack	10	143	1.0	bounceback		
2018-01-20	Toronto	1	4	H	14	A Suitable Boy	157	Literature	Long Fiction		Queen's	Jack	10	152	0.968			
2018-01-20	Toronto	1	4	H	15	Middletown	146	RMPSS	Social Science		Queen's	Jack	0	146	1.0			
2018-01-20	Toronto	1	4	H	16	Bonus Army	138	History	US History		Queen's	Kevin	10	134	0.971	bounceback		
2018-01-20	Toronto	1	4	H	17	Major Barbara	151	Literature	Drama		Queen's	Jack	10	88	0.583			
2018-01-20	Toronto	1	4	H	18	Kenya	135	Other	Geography		Queen's	Jack	-5	21	0.156			
2018-01-20	Toronto	1	4	H	19	Nicolas Malebranche	148	RMPSS	Philosophy		Queen's	Brendan Lam	0	148	1.0			
2018-01-20	Toronto	1	4	H	1	Mughal emperor	134	Arts	Other Art	Other Visual	Toronto B	Luc	10	133	0.993			
2018-01-20	Toronto	1	4	H	2	Kuwait	125	History	Other History		Toronto B	Luc	-5	42	0.336			
2018-01-20	Toronto	1	4	H	3	Rebecca Solnit	141	Literature	Miscellaneous Lit		Toronto B	Luc	0	141	1.0			
2018-01-20	Toronto	1	4	H	4	Tibet	142	RMPSS	Mythology		Toronto B	Simone	-5	83	0.585			
2018-01-20	Toronto	1	4	H	5	Wallace Stevens	151	Literature	Non-Epic Poetry		Toronto B	Sam	10	151	1.0			
2018-01-20	Toronto	1	4	H	6	valleys	146	RMPSS	Religion		Toronto B	Luc	-5	52	0.356			
2018-01-20	Toronto	1	4	H	8	David Hilbert	134	Science	Other Science	Math	Toronto B	Wentao	10	77	0.575			
2018-01-20	Toronto	1	4	H	9	Henry	143	History	Continental European History (post-600 CE)		Toronto B	Luc	10	72	0.503			
2018-01-20	Toronto	1	4	H	10	superconducting critical temperature	125	Science	Physics		Toronto B	Luc	0	125	1.0			
2018-01-20	Toronto	1	4	H	12	iron	133	Science	Chemistry		Toronto B	Simone	10	126	0.947			
2018-01-20	Toronto	1	4	H	13	two violins	143	Arts	Music		Toronto B	Sam	-5	111	0.776			
2018-01-20	Toronto	1	4	H	15	Middletown	146	RMPSS	Social Science		Toronto B	Sam	0	146	1.0			
2018-01-20	Toronto	1	4	H	16	Bonus Army	138	History	US History		Toronto B	Luc	-5	54	0.391			
2018-01-20	Toronto	1	4	H	18	Kenya	135	Other	Geography		Toronto B	Sam	10	135	1.0	bounceback		
2018-01-20	Toronto	1	4	H	19	Nicolas Malebranche	148	RMPSS	Philosophy		Toronto B	Luc	0	148	1.0			
2018-01-20	Toronto	1	4	H	20	monoclonal antibody	132	Science	Biology		Toronto B	Simone	10	76	0.576			
2018-01-20	Toronto	1	5	N	1	turbulent flow	129	Science	Physics		Waterloo A	Cole Lloyd Bedard Jackes	10	125	0.969			
2018-01-20	Toronto	1	5	N	3	Lady Macbeth	141	Literature	Miscellaneous Lit		Waterloo A	Nicholas Sunderland	10	85	0.603			
2018-01-20	Toronto	1	5	N	4	Wolfgang Amadeus Mozart’s Requiem in D minor	137	Arts	Music		Waterloo A	Nicholas Sunderland	10	120	0.876			
2018-01-20	Toronto	1	5	N	5	Rage Against the Machine	161	Other	Trash		Waterloo A	Erik Christensen	10	102	0.634			
2018-01-20	Toronto	1	5	N	6	Finland	135	History	Continental European History (post-600 CE)		Waterloo A	Erik Christensen	10	99	0.733			
2018-01-20	Toronto	1	5	N	8	The Naked and the Dead	161	Literature	Long Fiction		Waterloo A	Erik Christensen	10	161	1.0			
2018-01-20	Toronto	1	5	N	9	skeletons	143	Arts	Painting/Sculpture		Waterloo A	Cole Lloyd Bedard Jackes	10	143	1.0			
2018-01-20	Toronto	1	5	N	10	Inca empire	140	History	Historiography and Archaeology		Waterloo A	Cole Lloyd Bedard Jackes	-5	103	0.736			
2018-01-20	Toronto	1	5	N	11	Rubaiyat of Omar Khayyám	129	Literature	Non-Epic Poetry		Waterloo A	Erik Christensen	-5	115	0.891			
2018-01-20	Toronto	1	5	N	12	piano	138	Arts	Other Art	Jazz	Waterloo A	Nicholas Sunderland	10	105	0.761			
2018-01-20	Toronto	1	5	N	13	competition	134	Science	Biology		Waterloo A	Erik Christensen	10	91	0.679			
2018-01-20	Toronto	1	5	N	15	banners	148	History	Other History		Waterloo A	Erik Christensen	10	109	0.736			
2018-01-20	Toronto	1	5	N	16	ionosphere	125	Science	Other Science	Earth Science	Waterloo A	Nicholas Sunderland	10	125	1.0	bounceback		
2018-01-20	Toronto	1	5	N	17	Chinua Achebe	157	Literature	Long Fiction		Waterloo A	Cole Lloyd Bedard Jackes	10	157	1.0	bounceback		
2018-01-20	Toronto	1	5	N	19	Skepticism	128	RMPSS	Philosophy		Waterloo A	Erik Christensen	10	128	1.0	bounceback		
2018-01-20	Toronto	1	5	N	2	Ecclesiastes	143	RMPSS	Religion		Toronto C	Eric Raju	10	113	0.79			
2018-01-20	Toronto	1	5	N	7	chirality	128	Science	Chemistry		Toronto C	Eric Raju	10	87	0.68			
2018-01-20	Toronto	1	5	N	10	Inca empire	140	History	Historiography and Archaeology		Toronto C	Eric Raju	10	116	0.829	bounceback		
2018-01-20	Toronto	1	5	N	11	Rubaiyat of Omar Khayyám	129	Literature	Non-Epic Poetry		Toronto C	Abel Davtyan	0	129	1.0	bounceback		
2018-01-20	Toronto	1	5	N	14	the Mesoamerican ballgame	144	RMPSS	Mythology		Toronto C	Josh Lane	10	78	0.542			
2018-01-20	Toronto	1	5	N	16	ionosphere	125	Science	Other Science	Earth Science	Toronto C	Abel Davtyan	-5	54	0.432			
2018-01-20	Toronto	1	5	N	17	Chinua Achebe	157	Literature	Long Fiction		Toronto C	Eric Raju	-5	143	0.911			
2018-01-20	Toronto	1	5	N	18	Montana	123	History	US History		Toronto C	Josh Lane	10	68	0.553			
2018-01-20	Toronto	1	5	N	19	Skepticism	128	RMPSS	Philosophy		Toronto C	Milan Fernandez	-5	100	0.781			
2018-01-20	Toronto	1	5	N	20	Elizabeth Cady Stanton	133	RMPSS	Social Science		Toronto C	Josh Lane	10	133	1.0			
2018-01-20	Toronto	1	6	D	1	Emmett Louis Till	149	Other	Other Academic		McGill A	Daniel Lovsted	-5	93	0.624			
2018-01-20	Toronto	1	6	D	2	Charles Swann	148	Literature	Long Fiction		McGill A	Derek So	10	63	0.426			
2018-01-20	Toronto	1	6	D	3	fashion design	133	Arts	Other Art	Other Visual	McGill A	Derek So	10	92	0.692			
2018-01-20	Toronto	1	6	D	4	egg cells	125	Science	Biology		McGill A	Derek So	10	76	0.608			
2018-01-20	Toronto	1	6	D	5	Portugal	129	History	Continental European History (post-600 CE)		McGill A	Daniel Lovsted	10	86	0.667			
2018-01-20	Toronto	1	6	D	6	Appalachian Spring	149	Arts	Music		McGill A	Joe Su	10	141	0.946			
2018-01-20	Toronto	1	6	D	7	An American Tragedy	159	Literature	Long Fiction		McGill A	Daniel Lovsted	10	159	1.0			
2018-01-20	Toronto	1	6	D	8	Thomas Aquinas’s five proofs of the existence of God	135	RMPSS	Philosophy		McGill A	Akhil Garg	10	115	0.852			
2018-01-20	Toronto	1	6	D	9	Khmer Rouge	120	History	Other History		McGill A	Daniel Lovsted	-5	56	0.467			
2018-01-20	Toronto	1	6	D	10	Lorentz transformations	117	Science	Physics		McGill A	Akhil Garg	0	117	1.0			
2018-01-20	Toronto	1	6	D	11	“Lycidas”	158	Literature	Non-Epic Poetry		McGill A	Derek So	-5	128	0.81			
2018-01-20	Toronto	1	6	D	12	Kingdom of Wessex	118	History	British, Canadian, Australian, New Zealand History		McGill A	Daniel Lovsted	10	73	0.619			
2018-01-20	Toronto	1	6	D	13	Winslow Homer	145	Arts	Painting/Sculpture		McGill A	Daniel Lovsted	10	116	0.8			
2018-01-20	Toronto	1	6	D	14	battery	147	Science	Chemistry		McGill A	Akhil Garg	10	98	0.667			
2018-01-20	Toronto	1	6	D	15	cave	131	RMPSS	Religion		McGill A	Derek So	10	85	0.649			
2018-01-20	Toronto	1	6	D	16	murder	152	Literature	Miscellaneous Lit		McGill A	Derek So	10	93	0.612			
2018-01-20	Toronto	1	6	D	17	Golden Fleece	150	RMPSS	Mythology		McGill A	Daniel Lovsted	10	52	0.347			
2018-01-20	Toronto	1	6	D	18	United States–Mexico Border	137	RMPSS	Social Science		McGill A	Derek So	10	118	0.861			
2018-01-20	Toronto	1	6	D	19	Markov chains	132	Science	Other Science	Math	McGill A	Joe Su	10	94	0.712			
2018-01-20	Toronto	1	6	D	20	Howe	139	History	US History		McGill A	Daniel Lovsted	10	139	1.0			
2018-01-20	Toronto	1	6	D	1	Emmett Louis Till	149	Other	Other Academic		Waterloo B	Zach Bernstein	10	149	1.0	bounceback		
2018-01-20	Toronto	1	6	D	9	Khmer Rouge	120	History	Other History		Waterloo B	Kanav Petkar	10	120	1.0	bounceback		
2018-01-20	Toronto	1	6	D	11	“Lycidas”	158	Literature	Non-Epic Poetry		Waterloo B	Kanav Petkar	0	158	1.0	bounceback		
2018-01-20	Toronto	1	7	E	1	The Barber of Seville	139	Arts	Other Art	Opera	Toronto B	Sam	10	85	0.612			
2018-01-20	Toronto	1	7	E	3	Marduk	139	RMPSS	Mythology		Toronto B	Simone	-5	106	0.763			
2018-01-20	Toronto	1	7	E	5	valediction	167	Literature	Non-Epic Poetry		Toronto B	Wentao	0	167	1.0	bounceback		
2018-01-20	Toronto	1	7	E	6	Ghent Altarpiece	135	Arts	Painting/Sculpture		Toronto B	Sam	10	103	0.763			
2018-01-20	Toronto	1	7	E	7	Germany	140	History	Historiography and Archaeology		Toronto B	Sam	10	107	0.764			
2018-01-20	Toronto	1	7	E	8	electron transport chain	140	Science	Biology		Toronto B	Wentao	10	140	1.0	bounceback		
2018-01-20	Toronto	1	7	E	9	outbreaks of bubonic plague	128	History	Continental European History (post-600 CE)		Toronto B	Luc	10	128	1.0	bounceback		
2018-01-20	Toronto	1	7	E	11	electric potential	136	Science	Physics		Toronto B	Wentao	-5	96	0.706			
2018-01-20	Toronto	1	7	E	12	United States Department of Agriculture	138	History	US History		Toronto B	Luc	0	138	1.0	bounceback		
2018-01-20	Toronto	1	7	E	14	money supply	123	RMPSS	Social Science		Toronto B	Luc	10	123	1.0	bounceback		
2018-01-20	Toronto	1	7	E	2	seed vaults	130	Other	Geography		McGill B	Hu Ham	10	68	0.523			
2018-01-20	Toronto	1	7	E	3	Marduk	139	RMPSS	Mythology		McGill B	Austin Friesacher	10	139	1.0	bounceback		
2018-01-20	Toronto	1	7	E	4	Riemann hypothesis	142	Science	Other Science	Math	McGill B	Jack Guo	10	109	0.768			
2018-01-20	Toronto	1	7	E	5	valediction	167	Literature	Non-Epic Poetry		McGill B	Henry Atkins	-5	132	0.79			
2018-01-20	Toronto	1	7	E	8	electron transport chain	140	Science	Biology		McGill B	Jack Guo	-5	96	0.686			
2018-01-20	Toronto	1	7	E	9	outbreaks of bubonic plague	128	History	Continental European History (post-600 CE)		McGill B	Jack Guo	-5	64	0.5			
2018-01-20	Toronto	1	7	E	10	Moby Dick	145	Literature	Long Fiction		McGill B	Henry Atkins	10	79	0.545			
2018-01-20	Toronto	1	7	E	11	electric potential	136	Science	Physics		McGill B	Jack Guo	0	136	1.0	bounceback		
2018-01-20	Toronto	1	7	E	12	United States Department of Agriculture	138	History	US History		McGill B	Jack Guo	-5	135	0.978			
2018-01-20	Toronto	1	7	E	13	Guy de Maupassant	154	Literature	Short Fiction		McGill B	Jack Guo	10	142	0.922			
2018-01-20	Toronto	1	7	E	14	money supply	123	RMPSS	Social Science		McGill B	Austin Friesacher	-5	43	0.35			
2018-01-20	Toronto	1	7	E	15	Felix Mendelssohn	144	Arts	Music		McGill B	Jack Guo	10	135	0.938			
2018-01-20	Toronto	1	7	E	16	cyclohexane	126	Science	Chemistry		McGill B	Jack Guo	10	108	0.857			
2018-01-20	Toronto	1	7	E	17	Mongols	157	History	Other History		McGill B	Hu Ham	10	118	0.752			
2018-01-20	Toronto	1	7	E	18	the Sun	129	RMPSS	Religion		McGill B	Henry Atkins	10	114	0.884			
2018-01-20	Toronto	1	7	E	19	Oscar Wilde	150	Literature	Miscellaneous Lit		McGill B	Austin Friesacher	10	105	0.7			
2018-01-20	Toronto	1	7	E	20	Socrates	147	RMPSS	Philosophy		McGill B	Henry Atkins	10	118	0.803			
2018-01-20	Toronto	1	8	A	1	Morgan Le Fay	148	RMPSS	Mythology		Carleton	Ian Dewan	10	100	0.676			
2018-01-20	Toronto	1	8	A	3	herpes simplex virus	136	Science	Biology		Carleton	Ian Dewan	10	122	0.897	bounceback		
2018-01-20	Toronto	1	8	A	4	Jorge Luis Borges	161	Literature	Short Fiction		Carleton	Ted Gan	10	133	0.826			
2018-01-20	Toronto	1	8	A	5	bassoon	139	Arts	Music		Carleton	Ian Dewan	-5	80	0.576			
2018-01-20	Toronto	1	8	A	6	index	151	Science	Other Science	Math	Carleton	Ian Dewan	-5	114	0.755			
2018-01-20	Toronto	1	8	A	7	nocturnes by James Abbott McNeill Whistler	150	Arts	Painting/Sculpture		Carleton	Ian Dewan	0	150	1.0			
2018-01-20	Toronto	1	8	A	8	Unite the Right rally	145	Other	Current Events		Carleton	Cameron Amini	10	38	0.262			
2018-01-20	Toronto	1	8	A	9	North Carolina	128	History	US History		Carleton	Cameron Amini	0	128	1.0	bounceback		
2018-01-20	Toronto	1	8	A	10	Harold Pinter	166	Literature	Drama		Carleton	Ted Gan	10	132	0.795			
2018-01-20	Toronto	1	8	A	11	science	124	RMPSS	Social Science		Carleton	Ian Dewan	10	86	0.694			
2018-01-20	Toronto	1	8	A	13	luck	131	RMPSS	Philosophy		Carleton	Ian Dewan	10	128	0.977			
2018-01-20	Toronto	1	8	A	14	energy	122	Science	Physics		Carleton	Ian Dewan	10	83	0.68			
2018-01-20	Toronto	1	8	A	15	Japan	149	Literature	Long Fiction		Carleton	Ted Gan	10	120	0.805			
2018-01-20	Toronto	1	8	A	16	matches	134	History	Continental European History (post-600 CE)		Carleton	Ian Dewan	10	97	0.724			
2018-01-20	Toronto	1	8	A	17	Cuba	132	Arts	Other Art	Jazz	Carleton	Cameron Amini	10	50	0.379			
2018-01-20	Toronto	1	8	A	18	catalysts	140	Science	Chemistry		Carleton	Ian Dewan	10	115	0.821			
2018-01-20	Toronto	1	8	A	19	Theravada Buddhism	130	RMPSS	Religion		Carleton	Cameron Amini	10	129	0.992	bounceback		
2018-01-20	Toronto	1	8	A	20	Idi Amin Dada	120	History	Other History		Carleton	Cameron Amini	10	27	0.225			
2018-01-20	Toronto	1	8	A	2	ships	128	History	Historiography and Archaeology		Toronto C	Josh Lane	10	63	0.492			
2018-01-20	Toronto	1	8	A	3	herpes simplex virus	136	Science	Biology		Toronto C	Abel Davtyan	-5	45	0.331			
2018-01-20	Toronto	1	8	A	5	bassoon	139	Arts	Music		Toronto C	Milan Fernandez	10	139	1.0	bounceback		
2018-01-20	Toronto	1	8	A	6	index	151	Science	Other Science	Math	Toronto C	Eric Raju	10	151	1.0	bounceback		
2018-01-20	Toronto	1	8	A	7	nocturnes by James Abbott McNeill Whistler	150	Arts	Painting/Sculpture		Toronto C	Abel Davtyan	0	150	1.0			
2018-01-20	Toronto	1	8	A	9	North Carolina	128	History	US History		Toronto C	Josh Lane	-5	95	0.742			
2018-01-20	Toronto	1	8	A	12	fly	156	Literature	Non-Epic Poetry		Toronto C	Milan Fernandez	10	125	0.801			
2018-01-20	Toronto	1	8	A	19	Theravada Buddhism	130	RMPSS	Religion		Toronto C	Eric Raju	-5	76	0.585			
2018-01-20	Toronto	1	9	G	1	Kingdom of Spain	161	Arts	Other Art	Film	McGill A	Derek So	10	115	0.714			
2018-01-20	Toronto	1	9	G	4	equilibrium constant	144	Science	Chemistry		McGill A	Akhil Garg	10	96	0.667			
2018-01-20	Toronto	1	9	G	5	Miss Julie	136	Literature	Drama		McGill A	Derek So	10	103	0.757			
2018-01-20	Toronto	1	9	G	6	Million Man March	131	History	US History		McGill A	Daniel Lovsted	0	131	1.0	bounceback		
2018-01-20	Toronto	1	9	G	7	number sign	140	Science	Other Science	Computer Science	McGill A	Joe Su	10	94	0.671			
2018-01-20	Toronto	1	9	G	8	Duino Elegies	157	Literature	Non-Epic Poetry		McGill A	Derek So	10	138	0.879			
2018-01-20	Toronto	1	9	G	9	Hannah Arendt	142	RMPSS	Philosophy		McGill A	Daniel Lovsted	10	74	0.521			
2018-01-20	Toronto	1	9	G	10	Delft	149	Arts	Painting/Sculpture		McGill A	Daniel Lovsted	10	48	0.322			
2018-01-20	Toronto	1	9	G	11	American Revolution	133	History	Historiography and Archaeology		McGill A	Derek So	-5	132	0.992			
2018-01-20	Toronto	1	9	G	12	martyrs	135	RMPSS	Religion		McGill A	Derek So	10	46	0.341			
2018-01-20	Toronto	1	9	G	13	promoters	113	Science	Biology		McGill A	Joe Su	10	62	0.549			
2018-01-20	Toronto	1	9	G	15	A Christmas Carol	151	Literature	Short Fiction		McGill A	Derek So	10	19	0.126			
2018-01-20	Toronto	1	9	G	16	population control	133	History	Other History		McGill A	Derek So	10	63	0.474			
2018-01-20	Toronto	1	9	G	17	third	136	RMPSS	Social Science		McGill A	Derek So	10	97	0.713			
2018-01-20	Toronto	1	9	G	18	the sea	141	RMPSS	Mythology		McGill A	Derek So	10	99	0.702	bounceback		
2018-01-20	Toronto	1	9	G	19	Ian McEwan	162	Literature	Long Fiction		McGill A	Derek So	10	111	0.685			
2018-01-20	Toronto	1	9	G	2	Baltic Sea	145	History	Continental European History (post-600 CE)		Toronto A	Ben Hillier-Weltman	10	39	0.269			
2018-01-20	Toronto	1	9	G	3	Honduras	114	Other	Current Events		Toronto A	Paul Kasinski	10	59	0.518			
2018-01-20	Toronto	1	9	G	6	Million Man March	131	History	US History		Toronto A	Paul Kasinski	-5	110	0.84			
2018-01-20	Toronto	1	9	G	11	American Revolution	133	History	Historiography and Archaeology		Toronto A	Paul Kasinski	10	133	1.0	bounceback		
2018-01-20	Toronto	1	9	G	14	Charles Ives	128	Arts	Music		Toronto A	Zhenglin Liu	10	85	0.664			
2018-01-20	Toronto	1	9	G	18	the sea	141	RMPSS	Mythology		Toronto A	Zhenglin Liu	-5	93	0.66			
2018-01-20	Toronto	1	9	G	20	lasers	142	Science	Physics		Toronto A	Zhenglin Liu	10	122	0.859			
2018-01-20	Toronto	1	10	J	1	field effect transistors	143	Science	Physics		Carleton	Ian Dewan	-5	92	0.643			
2018-01-20	Toronto	1	10	J	4	Ryunosuke Akutagawa	145	Literature	Short Fiction		Carleton	Ted Gan	10	94	0.648			
2018-01-20	Toronto	1	10	J	5	connectedness	147	Science	Other Science	Math	Carleton	Ian Dewan	10	65	0.442			
2018-01-20	Toronto	1	10	J	7	Republic of Turkey	123	History	Historiography and Archaeology		Carleton	Ted Gan	10	68	0.553			
2018-01-20	Toronto	1	10	J	8	Islam	133	RMPSS	Religion		Carleton	Cameron Amini	10	47	0.353			
2018-01-20	Toronto	1	10	J	9	James “Pete” Longstreet	124	History	US History		Carleton	Cameron Amini	0	124	1.0			
2018-01-20	Toronto	1	10	J	12	balcony	166	Literature	Drama		Carleton	Ian Dewan	10	117	0.705			
2018-01-20	Toronto	1	10	J	20	Bulgars	147	History	Continental European History (post-600 CE)		Carleton	Cameron Amini	10	97	0.66			
