question_set_edition	tournament	room	round	packet	bonus	answer1	answer2	answer3	category	subcategory	subsubcategory	team	value1	value2	value3
2018-01-20	Toronto	1	12	L	15	FCC	Eric Schneiderman	Scott Pruitt	Other	Current Events		Toronto A	10	0	0
2018-01-20	Toronto	1	12	L	16	partitioning a set into non-empty subsets	equivalence relations	permutations	Science	Other Science	Math	Carleton	0	10	10
2018-01-20	Toronto	1	12	L	17	The Goat, or Who is Sylvia?	Edward Albee	The Two Gentlemen of Verona	Literature	Drama		Carleton	0	10	10
2018-01-20	Toronto	1	12	L	18	carboxylation	clotting	Factor Xa	Science	Biology		Toronto A	0	10	0
2018-01-20	Toronto	2	1	B	1	phase transitions	topological phases	David James Thouless	Science	Physics		Toronto A	10	0	0
2018-01-20	Toronto	2	1	B	2	Constantinople	Baldwin	Asen dynasty	History	Continental European History (post-600 CE)		Carleton	10	0	0
2018-01-20	Toronto	2	1	B	3	golden apples	Paris	Tír na nÓg	RMPSS	Mythology		Toronto A	10	10	0
2018-01-20	Toronto	2	1	B	4	perfect numbers	Mersenne primes	aliquot sequence	Science	Other Science	Math	Carleton	10	10	0
2018-01-20	Toronto	2	1	B	5	Stalwarts	James A. Garfield	Oneida Community	History	US History		Toronto A	10	10	0
2018-01-20	Toronto	2	1	B	6	Czesław Miłosz	poems	the end of the world	Literature	Non-Epic Poetry		Toronto A	0	10	10
2018-01-20	Toronto	2	1	B	7	Holika	bhakti	Kama	RMPSS	Religion		Toronto A	0	0	10
2018-01-20	Toronto	2	1	B	8	piano concerto	Maurice Ravel	Piano Concerto No. 3 by Sergei Prokofiev	Arts	Music		Carleton	10	10	0
2018-01-20	Toronto	2	1	B	9	Call It Sleep	Portnoy’s Complaint	Roth	Literature	Long Fiction		Carleton	0	0	10
2018-01-20	Toronto	2	1	B	10	boogie-woogie	Piet Mondrian	Bridget Riley	Arts	Painting/Sculpture		Carleton	10	10	0
2018-01-20	Toronto	2	1	B	11	oration	Athens	Mary Renault	Literature	Miscellaneous Lit		Carleton	10	10	0
2018-01-20	Toronto	2	1	B	12	Sea Peoples	Herodotus	Suppiluliuma	History	Continental or Near Eastern History (pre-600 CE)		Carleton	10	10	0
2018-01-20	Toronto	2	1	B	13	“Maman died today”	The Stranger	Nervous Conditions	Literature	Long Fiction		Toronto A	10	10	0
2018-01-20	Toronto	2	1	B	14	norbornene	polymerization	carbocations	Science	Chemistry		Carleton	0	10	10
2018-01-20	Toronto	2	1	B	15	Big Data	Cathy O’Neil	recidivism risk	Other	Other Academic		Toronto A	0	0	0
2018-01-20	Toronto	2	1	B	16	Caste Wars	Mayan people	K’iche’ Maya	History	Other History		Toronto A	0	10	0
2018-01-20	Toronto	2	1	B	17	Proto-Indo-European	Neogrammarians	William Labov	RMPSS	Social Science		Toronto A	10	0	0
2018-01-20	Toronto	2	1	B	18	stop codons	translation	pyrrolysine	Science	Biology		Carleton	0	10	0
2018-01-20	Toronto	2	1	B	19	Shulamith Firestone	orgasm	Wilhelm Reich	RMPSS	Philosophy		Carleton	0	10	0
2018-01-20	Toronto	2	2	C	1	Vincenzo Bellini	Romeo and Juliet	Il Pirata	Arts	Other Art	Opera	Queen's	0	10	0
2018-01-20	Toronto	2	2	C	2	gibberellins	rice	20	Science	Biology		Queen's	0	0	0
2018-01-20	Toronto	2	2	C	3	Faraday Future	Gigafactory	Andrew Cuomo	Other	Current Events		Toronto A	0	10	10
2018-01-20	Toronto	2	2	C	4	Roger Mortimer, 1st Earl of March	Hundred Years’ War	Battle of Bannockburn	History	British, Canadian, Australian, New Zealand History		Toronto A	0	10	10
2018-01-20	Toronto	2	2	C	5	Antonio Machado	Ruben Dario	evil	Literature	Non-Epic Poetry		Queen's	0	10	10
2018-01-20	Toronto	2	2	C	6	The Calculus of Consent: Logical Foundations of Constitutional Democracy	public choice theory	Virginia	RMPSS	Social Science		Toronto A	10	10	10
2018-01-20	Toronto	2	2	C	7	density matrix	Liouville’s theorem	entropy	Science	Physics		Queen's	0	0	10
2018-01-20	Toronto	2	2	C	8	Burgundy	John the Fearless	Feast of the Pheasant	History	Continental European History (post-600 CE)		Queen's	10	0	0
2018-01-20	Toronto	2	2	C	9	James Baldwin’s father	Native Son	preacher	Literature	Miscellaneous Lit		Toronto A	0	10	0
2018-01-20	Toronto	2	2	C	10	apples OR acorns	René Descartes	Philosophical Investigations	RMPSS	Philosophy		Toronto A	0	10	10
2018-01-20	Toronto	2	2	C	11	gates	Forbidden City	Nanjing	History	Other History		Toronto A	10	10	0
2018-01-20	Toronto	2	2	C	12	vases	red-figure painting	meanders	Arts	Painting/Sculpture		Queen's	0	10	0
2018-01-20	Toronto	2	2	C	13	tirthankaras	karmas	Bhagavata Purana	RMPSS	Religion		Toronto A	0	10	0
2018-01-20	Toronto	2	2	C	14	triple bond	Zaitsev’s rule	neopentyl group	Science	Chemistry		Toronto A	0	0	0
2018-01-20	Toronto	2	2	C	15	Metamorphoses	Trimalchio	Aethiopica	Literature	Long Fiction		Toronto A	10	10	10
2018-01-20	Toronto	2	2	C	16	one	constructive proof	Ramsey numbers	Science	Other Science	Math	Queen's	10	0	0
2018-01-20	Toronto	2	2	C	17	Metacomet	Plymouth Colony	Narragansett	History	US History		Toronto A	0	0	0
2018-01-20	Toronto	2	3	I	1	Shanghai	Battle of Stalingrad	USS Panay	History	Other History		Queen's	10	10	0
2018-01-20	Toronto	2	3	I	2	reliquary	kings of France	Basilica of St. Denis	RMPSS	Religion		Waterloo A	0	0	0
2018-01-20	Toronto	2	3	I	3	tautomerism	glucose	enamine	Science	Chemistry		Waterloo A	0	10	0
2018-01-20	Toronto	2	3	I	4	George Eliot	Anthony Trollope	Thomas Hardy	Literature	Long Fiction		Queen's	0	0	10
2018-01-20	Toronto	2	3	I	5	neutrophil	bone marrow	myeloid derived suppressor cells	Science	Biology		Queen's	10	10	0
2018-01-20	Toronto	2	3	I	6	Bast	aegis	Hathor	RMPSS	Mythology		Waterloo A	10	0	0
2018-01-20	Toronto	2	3	I	7	Quinta del Sordo	Francisco Goya	an asylum	Arts	Painting/Sculpture		Queen's	0	10	0
2018-01-20	Toronto	2	3	I	8	Sicily	Hamilcar Barca	Battle of Cape Ecnomus	History	Continental or Near Eastern History (pre-600 CE)		Waterloo A	10	10	0
2018-01-20	Toronto	2	3	I	9	you	Apollo 8	Susan Brownmiller	Other	Other Academic		Queen's	10	10	0
2018-01-20	Toronto	2	3	I	10	Eugene Victor Debs	imprisonment	Norman Thomas	History	US History		Waterloo A	10	10	0
2018-01-20	Toronto	2	3	I	11	dream deferred	Langston Hughes	“Dig And Be Dug / In Return”	Literature	Non-Epic Poetry		Waterloo A	0	10	0
2018-01-20	Toronto	2	3	I	12	Ernani	Giuseppe Verdi	Jerusalem	Arts	Other Art	Opera	Waterloo A	0	10	0
2018-01-20	Toronto	2	3	I	13	Étienne Bonnot de Condillac	animals	history	RMPSS	Philosophy		Waterloo A	0	10	0
2018-01-20	Toronto	2	3	I	14	Carl Philipp Emanuel Bach	London	Magnificat	Arts	Music		Waterloo A	0	10	0
2018-01-20	Toronto	2	3	I	15	“Citizenship and Social Class”	gender	Sheryl Sandberg	RMPSS	Social Science		Waterloo A	0	10	10
2018-01-20	Toronto	2	3	I	16	plasmas	electric-field screening	Enrico Fermi	Science	Physics		Queen's	10	0	0
2018-01-20	Toronto	2	3	I	17	Lydia Davis	McSweeney’s	Julio Cortazar	Literature	Short Fiction		Queen's	0	0	10
2018-01-20	Toronto	2	3	I	18	method of Frobenius	second order	singular point	Science	Other Science	Math	Queen's	0	10	0
2018-01-20	Toronto	2	3	I	19	Muscovy Company	Ivan the Terrible	Arkhangelsk	History	Continental European History (post-600 CE)		Queen's	10	10	10
2018-01-20	Toronto	2	4	H	1	Rhapsody in Blue	George Gershwin	“The Man I Love”	Arts	Music		Waterloo A	0	10	0
2018-01-20	Toronto	2	4	H	2	Emilio Aguinaldo	Spain	Hong Kong	History	Other History		Waterloo A	0	10	0
2018-01-20	Toronto	2	4	H	3	Westward the Course of Empire Takes Its Way	George Washington	William Penn	Arts	Painting/Sculpture		Waterloo B	0	10	0
2018-01-20	Toronto	2	4	H	4	Wallenberg family	Saab AB	Sweden	History	Continental European History (post-600 CE)		Waterloo A	0	10	10
2018-01-20	Toronto	2	4	H	5	Stefan Zweig	World War I	Erich Maria Remarque	Literature	Long Fiction		Waterloo A	0	10	10
2018-01-20	Toronto	2	4	H	6	diapirs	atolls	guyots	Science	Other Science	Earth Science	Waterloo A	0	10	0
2018-01-20	Toronto	2	4	H	7	dramatic monologue	Robert Browning	“The Bishop Orders His Tomb at Saint Praxed’s Church”	Literature	Non-Epic Poetry		Waterloo A	0	10	0
2018-01-20	Toronto	2	4	H	8	Tigris River AND Euphrates River	Enlil OR Ninlil	the Moon	RMPSS	Mythology		Waterloo A	0	0	10
2018-01-20	Toronto	2	4	H	9	human rights	Karl Marx	Samuel Moyn	RMPSS	Social Science		Waterloo A	10	0	0
2018-01-20	Toronto	2	4	H	10	Compton scattering	wavelength	coincidence	Science	Physics		Waterloo A	0	0	0
2018-01-20	Toronto	2	4	H	11	Cao Dai	Holy See	buddhas	RMPSS	Religion		Waterloo B	0	10	0
2018-01-20	Toronto	2	4	H	12	Innocent Eréndira	Gabriel García Márquez	Colonel Aureliano Buendía	Literature	Short Fiction		Waterloo B	0	10	10
2018-01-20	Toronto	2	4	H	13	polymer branching	rubber	graft copolymers	Science	Chemistry		Waterloo A	0	10	0
2018-01-20	Toronto	2	5	N	1	mental asylums	R. D. Laing	Gilles Deleuze	RMPSS	Social Science		Toronto B	10	0	10
2018-01-20	Toronto	2	5	N	2	The Steerage	New York City	clouds	Arts	Other Art	Photography	Toronto B	0	10	0
2018-01-20	Toronto	2	5	N	3	gardens	Mithra	thoughts AND/OR words AND/OR deeds	RMPSS	Religion		Toronto B	10	0	10
2018-01-20	Toronto	2	5	N	4	Samuel Johnson	biography	Richard Savage	Literature	Miscellaneous Lit		Waterloo B	0	10	0
2018-01-20	Toronto	2	5	N	5	Balearic Islands	Sardinia	graves	History	Historiography and Archaeology		Toronto B	0	10	0
2018-01-20	Toronto	2	5	N	6	folding@home	Alzheimer’s disease	protein–protein docking	Science	Biology		Toronto B	0	10	0
2018-01-20	Toronto	2	5	N	7	diplomat	Pablo Neruda	“I Explain a Few Things”	Literature	Non-Epic Poetry		Waterloo B	0	10	0
2018-01-20	Toronto	2	5	N	8	Madagascar	Malacca	Aurangzeb Alamgir	History	Other History		Waterloo B	10	0	0
2018-01-20	Toronto	2	5	N	9	thermodynamic potentials	Josiah Willard Gibbs	natural variables	Science	Chemistry		Toronto B	0	10	0
2018-01-20	Toronto	2	5	N	10	Cathbad	druids	Hill of Tara	RMPSS	Mythology		Toronto B	0	10	0
2018-01-20	Toronto	2	5	N	11	visas	prevailing wage	Bracero program	History	US History		Toronto B	0	10	0
2018-01-20	Toronto	2	5	N	12	Catechism of a Revolutionary	Mikhail Bakunin	proletariat	RMPSS	Philosophy		Waterloo B	0	0	10
2018-01-20	Toronto	2	5	N	13	butterflies	Junot Díaz	Edwidge Danticat	Literature	Long Fiction		Toronto B	0	0	0
2018-01-20	Toronto	2	5	N	14	isospin	protons AND neutrons	quark flavor	Science	Physics		Waterloo B	0	10	0
2018-01-20	Toronto	2	6	D	1	“The Star-Apple Kingdom”	Derek Walcott	Africa	Literature	Non-Epic Poetry		Toronto B	0	10	10
2018-01-20	Toronto	2	6	D	2	Nidhogg	dragon	Gesta Danorum	RMPSS	Mythology		Toronto C	10	0	0
2018-01-20	Toronto	2	6	D	3	titration	back titration	saponification	Science	Chemistry		Toronto B	10	0	0
2018-01-20	Toronto	2	6	D	4	Stations of the Cross	garden	Simon of Cyrene	RMPSS	Religion		Toronto C	10	10	10
2018-01-20	Toronto	2	6	D	5	condottieri	House of Sforza	white	History	Continental European History (post-600 CE)		Toronto C	0	10	0
2018-01-20	Toronto	2	6	D	6	Paul Gauguin	Tahiti	Olympia	Arts	Painting/Sculpture		Toronto C	0	10	0
2018-01-20	Toronto	2	6	D	7	Kobo Abe	Nora Ephron	Alan Ayckbourn	Literature	Drama		Toronto B	0	10	0
2018-01-20	Toronto	2	6	D	8	distance	Hamming code	parity	Science	Other Science	Computer Science	Toronto B	0	0	0
2018-01-20	Toronto	2	6	D	9	tribune	Clodius Pulcher	Tigranes	History	Continental or Near Eastern History (pre-600 CE)		Toronto B	10	10	0
2018-01-20	Toronto	2	6	D	10	The Nose	Dmitri Shostakovich	Wozzeck	Arts	Other Art	Opera	Toronto C	0	0	0
2018-01-20	Toronto	2	6	D	11	“Winter Dreams”	F. Scott Fitzgerald	Babylon	Literature	Short Fiction		Toronto C	0	10	0
2018-01-20	Toronto	2	6	D	12	Hulagu Khan	mamluks	chivalry	History	Other History		Toronto B	0	10	0
2018-01-20	Toronto	2	6	D	13	frequency	supersymmetric theories	all over 2	Science	Physics		Toronto C	0	10	0
2018-01-20	Toronto	2	6	D	14	externalism	Hilary Putnam	John Dewey	RMPSS	Philosophy		Toronto B	0	0	0
2018-01-20	Toronto	2	6	D	15	John C. Fremont	“Kit” Carson	Bozeman Trail	History	US History		Toronto C	0	10	0
2018-01-20	Toronto	2	6	D	16	Kazuo Ishiguro	solar eclipse	Jurgen, A Comedy of Justice	Literature	Long Fiction		Toronto B	0	10	0
2018-01-20	Toronto	2	7	E	1	Kurt Lewin	behavior	valence	RMPSS	Social Science		McGill A	0	10	10
2018-01-20	Toronto	2	7	E	2	Diomedes	Bellerophontes	Aeneas	RMPSS	Mythology		McGill A	0	10	0
2018-01-20	Toronto	2	7	E	3	mass spectrometry	trifluoroacetic acid	bromine	Science	Chemistry		McGill A	10	10	10
2018-01-20	Toronto	2	7	E	4	Dulness	Alexander Pope	“MacFlecknoe”	Literature	Non-Epic Poetry		Toronto C	0	0	0
2018-01-20	Toronto	2	7	E	5	canonical ensemble	Ludwig Eduard Boltzmann	total energy	Science	Physics		McGill A	0	10	0
2018-01-20	Toronto	2	7	E	6	Camillo Benso, Count of Cavour	trasformismo	Paris Peace Conference	History	Continental European History (post-600 CE)		McGill A	10	0	10
2018-01-20	Toronto	2	7	E	7	Lucas Cranach the Elder	hunting	melancholy	Arts	Painting/Sculpture		McGill A	10	10	10
2018-01-20	Toronto	2	7	E	8	Challenger disaster	Richard Feynman	Peggy Noonan	History	US History		McGill A	10	10	0
2018-01-20	Toronto	2	7	E	9	Amarcord	8½	Italy	Arts	Other Art	Film	McGill A	10	10	10
2018-01-20	Toronto	2	7	E	10	animals	Disgrace	J. M. Coetzee	Literature	Long Fiction		McGill A	10	10	0
2018-01-20	Toronto	2	7	E	11	hydrophobicity	serine	oxyanion hole	Science	Biology		McGill A	10	10	0
2018-01-20	Toronto	2	7	E	12	a dog barking	Run the Jewels	Mario Paint	Other	Trash		McGill A	0	10	10
2018-01-20	Toronto	2	7	E	13	Kangxi Emperor	Jesuit Order	British East India Company	History	Other History		McGill A	10	10	10
2018-01-20	Toronto	2	7	E	14	clarinet	cello	glass harmonica	Arts	Music		Toronto C	10	0	0
2018-01-20	Toronto	2	7	E	15	Gottfried Leibniz	theodicy	Saint Irenaeus	RMPSS	Philosophy		McGill A	10	0	10
2018-01-20	Toronto	2	7	E	16	Nice model	one-to-two	Kuiper belt	Science	Other Science	Astronomy	McGill A	10	10	0
2018-01-20	Toronto	2	7	E	17	Konstantin Dmitrich Levin	Leo Tolstoy	King Lear	Literature	Long Fiction		McGill A	10	10	10
2018-01-20	Toronto	2	8	A	1	Desert Solitaire	Ancestral Puebloans	Aldo Leopold	Literature	Miscellaneous Lit		McGill B	10	0	0
2018-01-20	Toronto	2	8	A	2	In the Steppes of Central Asia	violin	Tamara	Arts	Music		McGill A	10	10	0
2018-01-20	Toronto	2	8	A	3	culture-bound or culture-specific syndrome	koro	eating disorders	RMPSS	Social Science		McGill A	10	0	10
2018-01-20	Toronto	2	8	A	4	divide-and-conquer algorithms	matrix multiplication	log-base-2 of 7	Science	Other Science	Computer Science	McGill A	10	10	0
2018-01-20	Toronto	2	8	A	5	Crown Heights Riots	Rudy Giuliani	Daniel Patrick Moynihan	History	US History		McGill A	0	10	0
2018-01-20	Toronto	2	8	A	6	octopus or octopi	Immanuel Kant	Diogenes the Cynic	RMPSS	Philosophy		McGill B	0	10	10
2018-01-20	Toronto	2	8	A	7	Great Mosque of Djenné	adobe	Iran	Arts	Other Art	Architecture	McGill A	0	10	0
2018-01-20	Toronto	2	8	A	8	Pankhurst	World War I	dreadnoughts	History	British, Canadian, Australian, New Zealand History		McGill B	0	10	0
2018-01-20	Toronto	2	8	A	9	beta-propeller	helix	green fluorescence protein	Science	Biology		McGill B	0	10	10
2018-01-20	Toronto	2	8	A	10	Doris Lessing	Thomas Pynchon	Oryx and Crake	Literature	Long Fiction		McGill B	0	10	10
2018-01-20	Toronto	2	8	A	11	Iberian peninsula	Toledo	Francisco Jiménez de Cisneros	History	Continental European History (post-600 CE)		McGill A	10	10	0
2018-01-20	Toronto	2	8	A	12	Heracles	Stymphalian birds	Arcadia	RMPSS	Mythology		McGill A	10	10	0
2018-01-20	Toronto	2	8	A	13	the rural purge	M*A*S*H	“The Revolution Will Not Be Televised”	Other	Trash		McGill B	0	10	10
2018-01-20	Toronto	2	8	A	14	silver nanoparticles	silver mirror	citrate	Science	Chemistry		McGill B	0	0	0
2018-01-20	Toronto	2	8	A	15	Voltaire	portrait bust	écorché	Arts	Painting/Sculpture		McGill A	0	10	0
2018-01-20	Toronto	2	8	A	16	The Luminaries	Wilkie Collins	opium	Literature	Long Fiction		McGill A	10	10	10
2018-01-20	Toronto	2	8	A	17	Astana	Kazakhstan	Nursultan Nazarbayev	History	Other History		McGill A	0	10	0
2018-01-20	Toronto	2	8	A	18	Noah	Behemoth	Ethiopian Orthodox Church	RMPSS	Religion		McGill A	10	10	0
2018-01-20	Toronto	2	8	A	19	quantum superposition	adiabatic theorem	quantum annealing	Science	Physics		McGill B	0	0	0
2018-01-20	Toronto	2	8	A	20	“since feeling is first”	e e cummings	“may i feel said he”	Literature	Non-Epic Poetry		McGill A	10	10	0
2018-01-20	Toronto	2	9	G	1	the reader	Jane Eyre	St. John Eyre Rivers	Literature	Long Fiction		McGill B	10	10	0
2018-01-20	Toronto	2	9	G	2	electron holes	positrons	spin–charge separation	Science	Physics		McGill B	0	10	0
2018-01-20	Toronto	2	9	G	3	cotton	Massachusetts	Mexico	History	US History		Carleton	10	0	0
2018-01-20	Toronto	2	9	G	4	carbon nanotubes	Raman spectroscopy	pi–pi stacking	Science	Chemistry		Carleton	10	0	0
2018-01-20	Toronto	2	9	G	5	Dreamtime	Aborigines	crocodile	RMPSS	Mythology		McGill B	0	10	0
2018-01-20	Toronto	2	9	G	6	coal	Jean Jaurès	Georges Clemenceau	History	Continental European History (post-600 CE)		Carleton	10	0	0
2018-01-20	Toronto	2	9	G	7	Cannery Row	John Steinbeck	frogs	Literature	Long Fiction		Carleton	0	10	0
2018-01-20	Toronto	2	9	G	8	Sun Wukong	Dragon Ball	Titans	Other	Trash		McGill B	0	10	10
2018-01-20	Toronto	2	9	G	9	pianoforte	three	Jan Ladislav Dussek	Arts	Music		Carleton	10	10	0
2018-01-20	Toronto	2	9	G	10	nikah al-mut‘ah	Twelverism	hadith	RMPSS	Religion		McGill B	0	10	10
2018-01-20	Toronto	2	9	G	11	Pahlavi script	Kingdom of Thailand	Ashoka the Great	History	Other History		Carleton	10	10	10
2018-01-20	Toronto	2	9	G	12	climax communities	wildfire	chronosequences	Science	Biology		Carleton	0	10	0
2018-01-20	Toronto	2	9	G	13	Maria	Leonard Bernstein	Lin-Manuel Miranda	Arts	Other Art	Other Visual	Carleton	10	10	0
2018-01-20	Toronto	2	9	G	14	Bruno Schulz	Jonathan Safran Foer	Franz Kafka	Literature	Short Fiction		Carleton	0	0	10
2018-01-20	Toronto	2	9	G	15	welfare economics	Arrow’s impossibility theorem	Amartya Sen	RMPSS	Social Science		Carleton	0	10	0
2018-01-20	Toronto	2	9	G	16	Constantin Brâncuși	Bird in Space	Charles Demuth	Arts	Painting/Sculpture		McGill B	10	10	0
2018-01-20	Toronto	2	9	G	17	Iona	Easter	The Venerable Bede	History	British, Canadian, Australian, New Zealand History		Carleton	10	10	10
2018-01-20	Toronto	2	9	G	18	Stephen Toulmin	logic	Avicenna	RMPSS	Philosophy		McGill B	0	10	0
2018-01-20	Toronto	2	9	G	19	usura	Ezra Pound	Odysseus	Literature	Non-Epic Poetry		McGill B	0	10	0
2018-01-20	Toronto	2	10	J	1	Surrealism	Guillaume Apollinaire	Aimé Césaire	Literature	Non-Epic Poetry		McGill B	10	10	0
2018-01-20	Toronto	2	10	J	2	Adolphe Sax	trumpet	“Chet” Baker	Arts	Other Art	Jazz	Queen's	0	10	0
2018-01-20	Toronto	2	10	J	3	color vision	translating the Rosetta Stone	phonetic alphabet	Other	Other Academic		McGill B	10	10	10
2018-01-20	Toronto	2	10	J	4	Brahma AND Vishnu	Nüwa	she spoke first	RMPSS	Mythology		McGill B	10	10	0
2018-01-20	Toronto	2	10	J	5	history from below	people’s history	Canada	History	Historiography and Archaeology		Queen's	0	10	10
2018-01-20	Toronto	2	10	J	6	quadrupole	Wolfgang Paul	radio frequency	Science	Physics		Queen's	0	0	0
2018-01-20	Toronto	2	10	J	7	risk	expected utility theory	stocks	RMPSS	Social Science		Queen's	0	0	0
2018-01-20	Toronto	2	10	J	8	The Heart is a Lonely Hunter	Southern Gothic	Ellen Glasgow	Literature	Long Fiction		Queen's	10	10	0
2018-01-20	Toronto	2	10	J	9	prime numbers	public key	multiplicative inverses	Science	Other Science	Computer Science	Queen's	10	0	0
2018-01-20	Toronto	2	10	J	10	Do-Nothing Congress	Taft–Hartley Act	term limits	History	US History		Queen's	10	0	10
2018-01-20	Toronto	2	10	J	11	Georges Simenon	Agatha Christie	French Riviera	Literature	Long Fiction		McGill B	0	10	10
2018-01-20	Toronto	2	10	J	12	radio broadcasting	soda	X-rays	History	Continental European History (post-600 CE)		Queen's	10	0	0
2018-01-20	Toronto	2	10	J	13	Cleanth Brooks	Robert Penn Warren	Thomas Wolfe	Literature	Miscellaneous Lit		Queen's	0	10	0
2018-01-20	Toronto	2	10	J	14	Willard Van Orman Quine	empiricism	Rudolf Carnap	RMPSS	Philosophy		McGill B	10	10	10
2018-01-20	Toronto	2	10	J	15	Sergei Rachmaninoff	elegy	9/11	Arts	Music		Queen's	0	0	10
2018-01-20	Toronto	2	10	J	16	prosperity gospel	eye of a needle	Catholic Worker Movement	RMPSS	Religion		McGill B	10	10	0
2018-01-20	Toronto	2	10	J	17	fitness landscapes	alleles	phenotypic plasticity	Science	Biology		Queen's	0	10	0
2018-01-20	Toronto	2	10	J	18	Realism	Gustave Courbet	Ottoman Empire	Arts	Painting/Sculpture		Queen's	0	0	0
2018-01-20	Toronto	2	11	K	1	lift	angle of attack	camber	Science	Physics		McGill B	10	0	0
2018-01-20	Toronto	2	11	K	2	The World According to Garp	John Irving	Vienna	Literature	Long Fiction		Waterloo A	0	0	0
2018-01-20	Toronto	2	11	K	3	Babylon	sixty	Seleucid Empire	History	Continental or Near Eastern History (pre-600 CE)		McGill B	10	0	0
2018-01-20	Toronto	2	11	K	4	Divan	Johann Wolfgang von Goethe	Ralph Waldo Emerson	Literature	Non-Epic Poetry		Waterloo A	0	10	0
